คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้า,301,20,20,21568.15,19461.6,20045.125,54839282
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมโทรคมนาคม,218,20,20,19653.75,18182.2,18767.6875,488.704
 คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมสารสนเทศ,97,60,60,18332.7,14514.9,16726.4508,929.276
 คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมคอมพิวเตอร์,174,35,35,21540.7,18409.55,19202.5057,727.0775
 คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเครื่องกล,214,40,40,20801.45,18275.25,19062.0713,772.1264
คณะวิศวกรรมศาสตร์ สาขาวิชาศวกรรมอุตสาหกรรม,255,35,35,19477.6,17797,18248.3443,352.3875
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเกษตร,142,40,40,17279.65,14997.15,15768.49,460.097
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมอาหาร,62,20,20,18490.35,16060.55,17021.545,683.7425
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเคมี,101,20,20,21704.95,18905.1,19681.5875,746.4015
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมโยธา,214,20,20,19732.15,18118,18575.1375,495.2751
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมระบบควบคุม,93,25,25,19383.25,16733.2,17372.138,71.6071
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมวัดคุม,114,50,50,19252.5,15652.3,17205.298,756.2795
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมแมคคาทรอนิกส์,129,40,40,19424.1,16975,17756.7213,569.7561
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมอัตโนมัติ,94,40,40,17332.75,15035.35,16155.2213,622.876
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมพลังงานไฟฟ้า,88,20,20,19192.8,17530.2,18185.295,479.5482
คณะวิศวกรรมศาสตร์ สาขาวิชาอิเล็กทรอนิกส์,278,55,55,19062.65,16519.75,17188.05,504.4564
คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมชีวการแพทย์,74,20,20,19973,17660.1,18675.7725,662.6367
คณะครุศาสตร์อุตสาหกรรม สาขาวิชาภาษาญี่ปุ่น,109,40,40,12981.2,15071.35,17001.3225,1438.2685
คณะครุศาสตร์อุตสาหกรรม สาขาวิชาภาษาอังกฤษ,208,60,60,22858.15,19331.7,20343.5542,813.3964
คณะครุศาสตร์อุตสาหกรรม สาขาวิชาครุศาสตร์วิศวกรรม(5 ปี),28,25,18,19197.5,10523.1,15457.2275,2560.273
คณะครุศาสตร์อุตสาหกรรม สาขาวิชาสถาปัตยกรรม(5 ปี),56,10,7,18543.75,15135.5,17077.2857,1143.4134
คณะครุศาสตร์อุตสาหกรรม สาขาวิชาครุศาสตร์ออกแบบสภาพแวกล้อมภายใน(5 ปี),45,10,2,17407.9,15303.2,16355.55,1488.2476
คณะครุศาสตร์อุตสาหกรรม สาขาวิชาครศาสตร์การออกแบบ (5 ปี),47,10,5,17165.45,16234.45,16565.86,353.5689
คณะครุศาสตร์อุตสาหกรรม สาขาวิชาครุศาสตร์เกษตร(5 ปี),42,15,15,16074.55,12903.45,14175.9233,996.7775
คณะเทคโนโลยีการเกษตร สาขาวิชาเกษตรศาสตร์ (พืชไร่ พืชสวน กีฏวิทยา โรคพืช ปฐพีวิทยา ภูมิทัศน์ ),820,300,300,14876.45,10936.75,11944.7202,744.1582
คณะเทคโนโลยีการเกษตร สาขาวิชาสัตวศาสตร์,148,60,60,16395,12364,13515.0133,827.0538
คณะเทคโนโลยีการเกษตร สาขาวิชาวิทยาศาสตร์การประมง,229,80,80,15421,11608.05,12639.2263,794.174
คณะเทคโนโลยีการเกษตร สาขาวิชาพัฒนาการเกษตร,73,30,30,14640.3,10742.7,12341.3667,946.7569
คณะเทคโนโลยีการเกษตร สาขาวิชาการจัดการทรัพยาการดินและสิ่งแวดล้อม,87,25,25,14395.9,12169.35,13009.766,509.5789
คณะเทคโนโลยีการเกษตร สาขาวิชานิเทศศาสตร์เกษตร,102,35,35,14618.8,11912.35,12927.9314,700.896
คณะวิทยาศาสตร์ สาขาวิชาคณิตศาสตร์ประยุกต์,214,40,40,16816.95,13742.7,14387.115,714.1912
